,Year,Quarter,Month,Day,% Units Market Share,% Units Market Share R12M
1674,2003,Qtr 3,August,2,0.0%,0.00%
1675,2003,Qtr 3,August,3,0.0%,0.00%
1676,2003,Qtr 3,August,4,0.0%,0.00%
1677,2003,Qtr 3,August,5,0.0%,0.00%
1678,2003,Qtr 3,August,6,0.0%,0.00%
1679,2003,Qtr 3,August,7,0.0%,0.00%
1680,2003,Qtr 3,August,8,0.0%,0.00%
1681,2003,Qtr 3,August,9,0.0%,0.00%
1682,2003,Qtr 3,August,10,0.0%,0.00%
1683,2003,Qtr 3,August,11,0.0%,0.00%
1684,2003,Qtr 3,August,12,0.0%,0.00%
1685,2003,Qtr 3,August,13,0.0%,0.00%
1686,2003,Qtr 3,August,14,0.0%,0.00%
1687,2003,Qtr 3,August,15,0.0%,0.00%
1688,2003,Qtr 3,August,16,0.0%,0.00%
1689,2003,Qtr 3,August,17,0.0%,0.00%
1690,2003,Qtr 3,August,18,0.0%,0.00%
1691,2003,Qtr 3,August,19,0.0%,0.00%
1692,2003,Qtr 3,August,20,0.0%,0.00%
1693,2003,Qtr 3,August,21,0.0%,0.00%
1694,2003,Qtr 3,August,22,0.0%,0.00%
1695,2003,Qtr 3,August,23,0.0%,0.00%
1696,2003,Qtr 3,August,24,0.0%,0.00%
1697,2003,Qtr 3,August,25,0.0%,0.00%
1698,2003,Qtr 3,August,26,0.0%,0.00%
1699,2003,Qtr 3,August,27,0.0%,0.00%
1700,2003,Qtr 3,August,28,0.0%,0.00%
1701,2003,Qtr 3,August,29,0.0%,0.00%
1702,2003,Qtr 3,August,30,0.0%,0.00%
1703,2003,Qtr 3,August,31,0.0%,0.00%
1704,2003,Qtr 3,September,1,0.0%,0.00%
1705,2003,Qtr 3,September,2,0.0%,0.00%
1706,2003,Qtr 3,September,3,0.0%,0.00%
1707,2003,Qtr 3,September,4,0.0%,0.00%
1708,2003,Qtr 3,September,5,0.0%,0.00%
1709,2003,Qtr 3,September,6,0.0%,0.00%
1710,2003,Qtr 3,September,7,0.0%,0.00%
1711,2003,Qtr 3,September,8,0.0%,0.00%
1712,2003,Qtr 3,September,9,0.0%,0.00%
1713,2003,Qtr 3,September,10,0.0%,0.00%
1714,2003,Qtr 3,September,11,0.0%,0.00%
1715,2003,Qtr 3,September,12,0.0%,0.00%
1716,2003,Qtr 3,September,13,0.0%,0.00%
1717,2003,Qtr 3,September,14,0.0%,0.00%
1718,2003,Qtr 3,September,15,0.0%,0.00%
1719,2003,Qtr 3,September,16,0.0%,0.00%
1720,2003,Qtr 3,September,17,0.0%,0.00%
1721,2003,Qtr 3,September,18,0.0%,0.00%
1722,2003,Qtr 3,September,19,0.0%,0.00%
1723,2003,Qtr 3,September,20,0.0%,0.00%
1724,2003,Qtr 3,September,21,0.0%,0.00%
1725,2003,Qtr 3,September,22,0.0%,0.00%
1726,2003,Qtr 3,September,23,0.0%,0.00%
1727,2003,Qtr 3,September,24,0.0%,0.00%
1728,2003,Qtr 3,September,25,0.0%,0.00%
1729,2003,Qtr 3,September,26,0.0%,0.00%
1730,2003,Qtr 3,September,27,0.0%,0.00%
1731,2003,Qtr 3,September,28,0.0%,0.00%
1732,2003,Qtr 3,September,29,0.0%,0.00%
1733,2003,Qtr 3,September,30,0.0%,0.00%
1734,2003,Qtr 4,October,1,0.0%,0.00%
1735,2003,Qtr 4,October,2,0.0%,0.00%
1736,2003,Qtr 4,October,3,0.0%,0.00%
1737,2003,Qtr 4,October,4,0.0%,0.00%
1738,2003,Qtr 4,October,5,0.0%,0.00%
1739,2003,Qtr 4,October,6,0.0%,0.00%
1740,2003,Qtr 4,October,7,0.0%,0.00%
1741,2003,Qtr 4,October,8,0.0%,0.00%
1742,2003,Qtr 4,October,9,0.0%,0.00%
1743,2003,Qtr 4,October,10,0.0%,0.00%
1744,2003,Qtr 4,October,11,0.0%,0.00%
1745,2003,Qtr 4,October,12,0.0%,0.00%
1746,2003,Qtr 4,October,13,0.0%,0.00%
1747,2003,Qtr 4,October,14,0.0%,0.00%
1748,2003,Qtr 4,October,15,0.0%,0.00%
1749,2003,Qtr 4,October,16,0.0%,0.00%
1750,2003,Qtr 4,October,17,0.0%,0.00%
1751,2003,Qtr 4,October,18,0.0%,0.00%
1752,2003,Qtr 4,October,19,0.0%,0.00%
1753,2003,Qtr 4,October,20,0.0%,0.00%
1754,2003,Qtr 4,October,21,0.0%,0.00%
1755,2003,Qtr 4,October,22,0.0%,0.00%
1756,2003,Qtr 4,October,23,0.0%,0.00%
1757,2003,Qtr 4,October,24,0.0%,0.00%
1758,2003,Qtr 4,October,25,0.0%,0.00%
1759,2003,Qtr 4,October,26,0.0%,0.00%
1760,2003,Qtr 4,October,27,0.0%,0.00%
1761,2003,Qtr 4,October,28,0.0%,0.00%
1762,2003,Qtr 4,October,29,0.0%,0.00%
1763,2003,Qtr 4,October,30,0.0%,0.00%
1764,2003,Qtr 4,October,31,0.0%,0.00%
1765,2003,Qtr 4,November,1,0.0%,0.00%
1766,2003,Qtr 4,November,2,0.0%,0.00%
1767,2003,Qtr 4,November,3,0.0%,0.00%
1768,2003,Qtr 4,November,4,0.0%,0.00%
1769,2003,Qtr 4,November,5,0.0%,0.00%
1770,2003,Qtr 4,November,6,0.0%,0.00%
1771,2003,Qtr 4,November,7,0.0%,0.00%
1772,2003,Qtr 4,November,8,0.0%,0.00%
1773,2003,Qtr 4,November,9,0.0%,0.00%
1774,2003,Qtr 4,November,10,0.0%,0.00%
1775,2003,Qtr 4,November,11,0.0%,0.00%
1776,2003,Qtr 4,November,12,0.0%,0.00%
1777,2003,Qtr 4,November,13,0.0%,0.00%
1778,2003,Qtr 4,November,14,0.0%,0.00%
1779,2003,Qtr 4,November,15,0.0%,0.00%
1780,2003,Qtr 4,November,16,0.0%,0.00%
1781,2003,Qtr 4,November,17,0.0%,0.00%
1782,2003,Qtr 4,November,18,0.0%,0.00%
1783,2003,Qtr 4,November,19,0.0%,0.00%
1784,2003,Qtr 4,November,20,0.0%,0.00%
1785,2003,Qtr 4,November,21,0.0%,0.00%
1786,2003,Qtr 4,November,22,0.0%,0.00%
1787,2003,Qtr 4,November,23,0.0%,0.00%
1788,2003,Qtr 4,November,24,0.0%,0.00%
1789,2003,Qtr 4,November,25,0.0%,0.00%
1790,2003,Qtr 4,November,26,0.0%,0.00%
1791,2003,Qtr 4,November,27,0.0%,0.00%
1792,2003,Qtr 4,November,28,0.0%,0.00%
1793,2003,Qtr 4,November,29,0.0%,0.00%
1794,2003,Qtr 4,November,30,0.0%,0.00%
1795,2003,Qtr 4,December,1,0.0%,0.00%
1796,2003,Qtr 4,December,2,0.0%,0.00%
1797,2003,Qtr 4,December,3,0.0%,0.00%
1798,2003,Qtr 4,December,4,0.0%,0.00%
1799,2003,Qtr 4,December,5,0.0%,0.00%
1800,2003,Qtr 4,December,6,0.0%,0.00%
1801,2003,Qtr 4,December,7,0.0%,0.00%
1802,2003,Qtr 4,December,8,0.0%,0.00%
1803,2003,Qtr 4,December,9,0.0%,0.00%
1804,2003,Qtr 4,December,10,0.0%,0.00%
1805,2003,Qtr 4,December,11,0.0%,0.00%
1806,2003,Qtr 4,December,12,0.0%,0.00%
1807,2003,Qtr 4,December,13,0.0%,0.00%
1808,2003,Qtr 4,December,14,0.0%,0.00%
1809,2003,Qtr 4,December,15,0.0%,0.00%
1810,2003,Qtr 4,December,16,0.0%,0.00%
1811,2003,Qtr 4,December,17,0.0%,0.00%
1812,2003,Qtr 4,December,18,0.0%,0.00%
1813,2003,Qtr 4,December,19,0.0%,0.00%
1814,2003,Qtr 4,December,20,0.0%,0.00%
1815,2003,Qtr 4,December,21,0.0%,0.00%
1816,2003,Qtr 4,December,22,0.0%,0.00%
1817,2003,Qtr 4,December,23,0.0%,0.00%
1818,2003,Qtr 4,December,24,0.0%,0.00%
1819,2003,Qtr 4,December,25,0.0%,0.00%
1820,2003,Qtr 4,December,26,0.0%,0.00%
1821,2003,Qtr 4,December,27,0.0%,0.00%
1822,2003,Qtr 4,December,28,0.0%,0.00%
1823,2003,Qtr 4,December,29,0.0%,0.00%
1824,2003,Qtr 4,December,30,0.0%,0.00%
1825,2003,Qtr 4,December,31,0.0%,0.00%
1826,2004,Qtr 1,January,1,0.0%,0.00%
1827,2004,Qtr 1,January,2,0.0%,0.00%
1828,2004,Qtr 1,January,3,0.0%,0.00%
1829,2004,Qtr 1,January,4,0.0%,0.00%
1830,2004,Qtr 1,January,5,0.0%,0.00%
1831,2004,Qtr 1,January,6,0.0%,0.00%
1832,2004,Qtr 1,January,7,0.0%,0.00%
1833,2004,Qtr 1,January,8,0.0%,0.00%
1834,2004,Qtr 1,January,9,0.0%,0.00%
1835,2004,Qtr 1,January,10,0.0%,0.00%
1836,2004,Qtr 1,January,11,0.0%,0.00%
1837,2004,Qtr 1,January,12,0.0%,0.00%
1838,2004,Qtr 1,January,13,0.0%,0.00%
1839,2004,Qtr 1,January,14,0.0%,0.00%
1840,2004,Qtr 1,January,15,0.0%,0.00%
1841,2004,Qtr 1,January,16,0.0%,0.00%
1842,2004,Qtr 1,January,17,0.0%,0.00%
1843,2004,Qtr 1,January,18,0.0%,0.00%
1844,2004,Qtr 1,January,19,0.0%,0.00%
1845,2004,Qtr 1,January,20,0.0%,0.00%
1846,2004,Qtr 1,January,21,0.0%,0.00%
1847,2004,Qtr 1,January,22,0.0%,0.00%
1848,2004,Qtr 1,January,23,0.0%,0.00%
1849,2004,Qtr 1,January,24,0.0%,0.00%
1850,2004,Qtr 1,January,25,0.0%,0.00%
1851,2004,Qtr 1,January,26,0.0%,0.00%
1852,2004,Qtr 1,January,27,0.0%,0.00%
1853,2004,Qtr 1,January,28,0.0%,0.00%
1854,2004,Qtr 1,January,29,0.0%,0.00%
1855,2004,Qtr 1,January,30,0.0%,0.00%
1856,2004,Qtr 1,January,31,0.0%,0.00%
1857,2004,Qtr 1,February,1,0.0%,0.00%
1858,2004,Qtr 1,February,2,0.0%,0.00%
1859,2004,Qtr 1,February,3,0.0%,0.00%
1860,2004,Qtr 1,February,4,0.0%,0.00%
1861,2004,Qtr 1,February,5,0.0%,0.00%
1862,2004,Qtr 1,February,6,0.0%,0.00%
1863,2004,Qtr 1,February,7,0.0%,0.00%
1864,2004,Qtr 1,February,8,0.0%,0.00%
1865,2004,Qtr 1,February,9,0.0%,0.00%
1866,2004,Qtr 1,February,10,0.0%,0.00%
1867,2004,Qtr 1,February,11,0.0%,0.00%
1868,2004,Qtr 1,February,12,0.0%,0.00%
1869,2004,Qtr 1,February,13,0.0%,0.00%
1870,2004,Qtr 1,February,14,0.0%,0.00%
1871,2004,Qtr 1,February,15,0.0%,0.00%
1872,2004,Qtr 1,February,16,0.0%,0.00%
1873,2004,Qtr 1,February,17,0.0%,0.00%
1874,2004,Qtr 1,February,18,0.0%,0.00%
1875,2004,Qtr 1,February,19,0.0%,0.00%
1876,2004,Qtr 1,February,20,0.0%,0.00%
1877,2004,Qtr 1,February,21,0.0%,0.00%
1878,2004,Qtr 1,February,22,0.0%,0.00%
1879,2004,Qtr 1,February,23,0.0%,0.00%
1880,2004,Qtr 1,February,24,0.0%,0.00%
1881,2004,Qtr 1,February,25,0.0%,0.00%
1882,2004,Qtr 1,February,26,0.0%,0.00%
1883,2004,Qtr 1,February,27,0.0%,0.00%
1884,2004,Qtr 1,February,28,0.0%,0.00%
1885,2004,Qtr 1,February,29,0.0%,0.00%
1886,2004,Qtr 1,March,1,0.0%,0.00%
1887,2004,Qtr 1,March,2,0.0%,0.00%
1888,2004,Qtr 1,March,3,0.0%,0.00%
1889,2004,Qtr 1,March,4,0.0%,0.00%
1890,2004,Qtr 1,March,5,0.0%,0.00%
1891,2004,Qtr 1,March,6,0.0%,0.00%
1892,2004,Qtr 1,March,7,0.0%,0.00%
1893,2004,Qtr 1,March,8,0.0%,0.00%
1894,2004,Qtr 1,March,9,0.0%,0.00%
1895,2004,Qtr 1,March,10,0.0%,0.00%
1896,2004,Qtr 1,March,11,0.0%,0.00%
1897,2004,Qtr 1,March,12,0.0%,0.00%
1898,2004,Qtr 1,March,13,0.0%,0.00%
1899,2004,Qtr 1,March,14,0.0%,0.00%
1900,2004,Qtr 1,March,15,0.0%,0.00%
1901,2004,Qtr 1,March,16,0.0%,0.00%
1902,2004,Qtr 1,March,17,0.0%,0.00%
1903,2004,Qtr 1,March,18,0.0%,0.00%
1904,2004,Qtr 1,March,19,0.0%,0.00%
1905,2004,Qtr 1,March,20,0.0%,0.00%
1906,2004,Qtr 1,March,21,0.0%,0.00%
1907,2004,Qtr 1,March,22,0.0%,0.00%
1908,2004,Qtr 1,March,23,0.0%,0.00%
1909,2004,Qtr 1,March,24,0.0%,0.00%
1910,2004,Qtr 1,March,25,0.0%,0.00%
1911,2004,Qtr 1,March,26,0.0%,0.00%
1912,2004,Qtr 1,March,27,0.0%,0.00%
1913,2004,Qtr 1,March,28,0.0%,0.00%
1914,2004,Qtr 1,March,29,0.0%,0.00%
1915,2004,Qtr 1,March,30,0.0%,0.00%
1916,2004,Qtr 1,March,31,0.0%,0.00%
1917,2004,Qtr 2,April,1,0.0%,0.00%
1918,2004,Qtr 2,April,2,0.0%,0.00%
1919,2004,Qtr 2,April,3,0.0%,0.00%
1920,2004,Qtr 2,April,4,0.0%,0.00%
1921,2004,Qtr 2,April,5,0.0%,0.00%
1922,2004,Qtr 2,April,6,0.0%,0.00%
1923,2004,Qtr 2,April,7,0.0%,0.00%
1924,2004,Qtr 2,April,8,0.0%,0.00%
1925,2004,Qtr 2,April,9,0.0%,0.00%
1926,2004,Qtr 2,April,10,0.0%,0.00%
1927,2004,Qtr 2,April,11,0.0%,0.00%
1928,2004,Qtr 2,April,12,0.0%,0.00%
1929,2004,Qtr 2,April,13,0.0%,0.00%
1930,2004,Qtr 2,April,14,0.0%,0.00%
1931,2004,Qtr 2,April,15,0.0%,0.00%
1932,2004,Qtr 2,April,16,0.0%,0.00%
1933,2004,Qtr 2,April,17,0.0%,0.00%
1934,2004,Qtr 2,April,18,0.0%,0.00%
1935,2004,Qtr 2,April,19,0.0%,0.00%
1936,2004,Qtr 2,April,20,0.0%,0.00%
1937,2004,Qtr 2,April,21,0.0%,0.00%
1938,2004,Qtr 2,April,22,0.0%,0.00%
1939,2004,Qtr 2,April,23,0.0%,0.00%
1940,2004,Qtr 2,April,24,0.0%,0.00%
1941,2004,Qtr 2,April,25,0.0%,0.00%
1942,2004,Qtr 2,April,26,0.0%,0.00%
1943,2004,Qtr 2,April,27,0.0%,0.00%
1944,2004,Qtr 2,April,28,0.0%,0.00%
1945,2004,Qtr 2,April,29,0.0%,0.00%
1946,2004,Qtr 2,April,30,0.0%,0.00%
1947,2004,Qtr 2,May,1,0.0%,0.00%
1948,2004,Qtr 2,May,2,0.0%,0.00%
1949,2004,Qtr 2,May,3,0.0%,0.00%
1950,2004,Qtr 2,May,4,0.0%,0.00%
1951,2004,Qtr 2,May,5,0.0%,0.00%
1952,2004,Qtr 2,May,6,0.0%,0.00%
1953,2004,Qtr 2,May,7,0.0%,0.00%
1954,2004,Qtr 2,May,8,0.0%,0.00%
1955,2004,Qtr 2,May,9,0.0%,0.00%
1956,2004,Qtr 2,May,10,0.0%,0.00%
1957,2004,Qtr 2,May,11,0.0%,0.00%
1958,2004,Qtr 2,May,12,0.0%,0.00%
1959,2004,Qtr 2,May,13,0.0%,0.00%
1960,2004,Qtr 2,May,14,0.0%,0.00%
1961,2004,Qtr 2,May,15,0.0%,0.00%
1962,2004,Qtr 2,May,16,0.0%,0.00%
1963,2004,Qtr 2,May,17,0.0%,0.00%
1964,2004,Qtr 2,May,18,0.0%,0.00%
1965,2004,Qtr 2,May,19,0.0%,0.00%
1966,2004,Qtr 2,May,20,0.0%,0.00%
1967,2004,Qtr 2,May,21,0.0%,0.00%
1968,2004,Qtr 2,May,22,0.0%,0.00%
1969,2004,Qtr 2,May,23,0.0%,0.00%
1970,2004,Qtr 2,May,24,0.0%,0.00%
1971,2004,Qtr 2,May,25,0.0%,0.00%
1972,2004,Qtr 2,May,26,0.0%,0.00%
1973,2004,Qtr 2,May,27,0.0%,0.00%
1974,2004,Qtr 2,May,28,0.0%,0.00%
1975,2004,Qtr 2,May,29,0.0%,0.00%
1976,2004,Qtr 2,May,30,0.0%,0.00%
1977,2004,Qtr 2,May,31,0.0%,0.00%
1978,2004,Qtr 2,June,1,0.0%,0.00%
1979,2004,Qtr 2,June,2,0.0%,0.00%
1980,2004,Qtr 2,June,3,0.0%,0.00%
1981,2004,Qtr 2,June,4,0.0%,0.00%
1982,2004,Qtr 2,June,5,0.0%,0.00%
1983,2004,Qtr 2,June,6,0.0%,0.00%
1984,2004,Qtr 2,June,7,0.0%,0.00%
1985,2004,Qtr 2,June,8,0.0%,0.00%
1986,2004,Qtr 2,June,9,0.0%,0.00%
1987,2004,Qtr 2,June,10,0.0%,0.00%
1988,2004,Qtr 2,June,11,0.0%,0.00%
1989,2004,Qtr 2,June,12,0.0%,0.00%
1990,2004,Qtr 2,June,13,0.0%,0.00%
1991,2004,Qtr 2,June,14,0.0%,0.00%
1992,2004,Qtr 2,June,15,0.0%,0.00%
1993,2004,Qtr 2,June,16,0.0%,0.00%
1994,2004,Qtr 2,June,17,0.0%,0.00%
1995,2004,Qtr 2,June,18,0.0%,0.00%
1996,2004,Qtr 2,June,19,0.0%,0.00%
1997,2004,Qtr 2,June,20,0.0%,0.00%
1998,2004,Qtr 2,June,21,0.0%,0.00%
1999,2004,Qtr 2,June,22,0.0%,0.00%
2000,2004,Qtr 2,June,23,0.0%,0.00%
2001,2004,Qtr 2,June,24,0.0%,0.00%
2002,2004,Qtr 2,June,25,0.0%,0.00%
2003,2004,Qtr 2,June,26,0.0%,0.00%
2004,2004,Qtr 2,June,27,0.0%,0.00%
2005,2004,Qtr 2,June,28,0.0%,0.00%
2006,2004,Qtr 2,June,29,0.0%,0.00%
2007,2004,Qtr 2,June,30,0.0%,0.00%
2008,2004,Qtr 3,July,1,0.0%,0.00%
2009,2004,Qtr 3,July,2,0.0%,0.00%
2010,2004,Qtr 3,July,3,0.0%,0.00%
2011,2004,Qtr 3,July,4,0.0%,0.00%
2012,2004,Qtr 3,July,5,0.0%,0.00%
2013,2004,Qtr 3,July,6,0.0%,0.00%
2014,2004,Qtr 3,July,7,0.0%,0.00%
2015,2004,Qtr 3,July,8,0.0%,0.00%
2016,2004,Qtr 3,July,9,0.0%,0.00%
2017,2004,Qtr 3,July,10,0.0%,0.00%
2018,2004,Qtr 3,July,11,0.0%,0.00%
2019,2004,Qtr 3,July,12,0.0%,0.00%
2020,2004,Qtr 3,July,13,0.0%,0.00%
2021,2004,Qtr 3,July,14,0.0%,0.00%
2022,2004,Qtr 3,July,15,0.0%,0.00%
2023,2004,Qtr 3,July,16,0.0%,0.00%
2024,2004,Qtr 3,July,17,0.0%,0.00%
2025,2004,Qtr 3,July,18,0.0%,0.00%
2026,2004,Qtr 3,July,19,0.0%,0.00%
2027,2004,Qtr 3,July,20,0.0%,0.00%
2028,2004,Qtr 3,July,21,0.0%,0.00%
2029,2004,Qtr 3,July,22,0.0%,0.00%
2030,2004,Qtr 3,July,23,0.0%,0.00%
2031,2004,Qtr 3,July,24,0.0%,0.00%
2032,2004,Qtr 3,July,25,0.0%,0.00%
2033,2004,Qtr 3,July,26,0.0%,0.00%
2034,2004,Qtr 3,July,27,0.0%,0.00%
2035,2004,Qtr 3,July,28,0.0%,0.00%
2036,2004,Qtr 3,July,29,0.0%,0.00%
2037,2004,Qtr 3,July,30,0.0%,0.00%
2038,2004,Qtr 3,July,31,0.0%,0.00%
2039,2004,Qtr 3,August,1,0.0%,0.00%
2040,2004,Qtr 3,August,2,0.0%,0.00%
2041,2004,Qtr 3,August,3,0.0%,0.00%
2042,2004,Qtr 3,August,4,0.0%,0.00%
2043,2004,Qtr 3,August,5,0.0%,0.00%
2044,2004,Qtr 3,August,6,0.0%,0.00%
2045,2004,Qtr 3,August,7,0.0%,0.00%
2046,2004,Qtr 3,August,8,0.0%,0.00%
2047,2004,Qtr 3,August,9,0.0%,0.00%
2048,2004,Qtr 3,August,10,0.0%,0.00%
2049,2004,Qtr 3,August,11,0.0%,0.00%
2050,2004,Qtr 3,August,12,0.0%,0.00%
2051,2004,Qtr 3,August,13,0.0%,0.00%
2052,2004,Qtr 3,August,14,0.0%,0.00%
2053,2004,Qtr 3,August,15,0.0%,0.00%
2054,2004,Qtr 3,August,16,0.0%,0.00%
2055,2004,Qtr 3,August,17,0.0%,0.00%
2056,2004,Qtr 3,August,18,0.0%,0.00%
2057,2004,Qtr 3,August,19,0.0%,0.00%
2058,2004,Qtr 3,August,20,0.0%,0.00%
2059,2004,Qtr 3,August,21,0.0%,0.00%
2060,2004,Qtr 3,August,22,0.0%,0.00%
2061,2004,Qtr 3,August,23,0.0%,0.00%
2062,2004,Qtr 3,August,24,0.0%,0.00%
2063,2004,Qtr 3,August,25,0.0%,0.00%
2064,2004,Qtr 3,August,26,0.0%,0.00%
2065,2004,Qtr 3,August,27,0.0%,0.00%
2066,2004,Qtr 3,August,28,0.0%,0.00%
2067,2004,Qtr 3,August,29,0.0%,0.00%
2068,2004,Qtr 3,August,30,0.0%,0.00%
2069,2004,Qtr 3,August,31,0.0%,0.00%
2070,2004,Qtr 3,September,1,0.0%,0.00%
2071,2004,Qtr 3,September,2,0.0%,0.00%
2072,2004,Qtr 3,September,3,0.0%,0.00%
2073,2004,Qtr 3,September,4,0.0%,0.00%
2074,2004,Qtr 3,September,5,0.0%,0.00%
2075,2004,Qtr 3,September,6,0.0%,0.00%
2076,2004,Qtr 3,September,7,0.0%,0.00%
2077,2004,Qtr 3,September,8,0.0%,0.00%
2078,2004,Qtr 3,September,9,0.0%,0.00%
2079,2004,Qtr 3,September,10,0.0%,0.00%
2080,2004,Qtr 3,September,11,0.0%,0.00%
2081,2004,Qtr 3,September,12,0.0%,0.00%
2082,2004,Qtr 3,September,13,0.0%,0.00%
2083,2004,Qtr 3,September,14,0.0%,0.00%
2084,2004,Qtr 3,September,15,0.0%,0.00%
2085,2004,Qtr 3,September,16,0.0%,0.00%
2086,2004,Qtr 3,September,17,0.0%,0.00%
2087,2004,Qtr 3,September,18,0.0%,0.00%
2088,2004,Qtr 3,September,19,0.0%,0.00%
2089,2004,Qtr 3,September,20,0.0%,0.00%
2090,2004,Qtr 3,September,21,0.0%,0.00%
2091,2004,Qtr 3,September,22,0.0%,0.00%
2092,2004,Qtr 3,September,23,0.0%,0.00%
2093,2004,Qtr 3,September,24,0.0%,0.00%
2094,2004,Qtr 3,September,25,0.0%,0.00%
2095,2004,Qtr 3,September,26,0.0%,0.00%
2096,2004,Qtr 3,September,27,0.0%,0.00%
2097,2004,Qtr 3,September,28,0.0%,0.00%
2098,2004,Qtr 3,September,29,0.0%,0.00%
2099,2004,Qtr 3,September,30,0.0%,0.00%
2100,2004,Qtr 4,October,1,0.0%,0.00%
2101,2004,Qtr 4,October,2,0.0%,0.00%
2102,2004,Qtr 4,October,3,0.0%,0.00%
2103,2004,Qtr 4,October,4,0.0%,0.00%
2104,2004,Qtr 4,October,5,0.0%,0.00%
2105,2004,Qtr 4,October,6,0.0%,0.00%
2106,2004,Qtr 4,October,7,0.0%,0.00%
2107,2004,Qtr 4,October,8,0.0%,0.00%
2108,2004,Qtr 4,October,9,0.0%,0.00%
2109,2004,Qtr 4,October,10,0.0%,0.00%
2110,2004,Qtr 4,October,11,0.0%,0.00%
2111,2004,Qtr 4,October,12,0.0%,0.00%
2112,2004,Qtr 4,October,13,0.0%,0.00%
2113,2004,Qtr 4,October,14,0.0%,0.00%
2114,2004,Qtr 4,October,15,0.0%,0.00%
2115,2004,Qtr 4,October,16,0.0%,0.00%
2116,2004,Qtr 4,October,17,0.0%,0.00%
2117,2004,Qtr 4,October,18,0.0%,0.00%
2118,2004,Qtr 4,October,19,0.0%,0.00%
2119,2004,Qtr 4,October,20,0.0%,0.00%
2120,2004,Qtr 4,October,21,0.0%,0.00%
2121,2004,Qtr 4,October,22,0.0%,0.00%
2122,2004,Qtr 4,October,23,0.0%,0.00%
2123,2004,Qtr 4,October,24,0.0%,0.00%
2124,2004,Qtr 4,October,25,0.0%,0.00%
2125,2004,Qtr 4,October,26,0.0%,0.00%
2126,2004,Qtr 4,October,27,0.0%,0.00%
2127,2004,Qtr 4,October,28,0.0%,0.00%
2128,2004,Qtr 4,October,29,0.0%,0.00%
2129,2004,Qtr 4,October,30,0.0%,0.00%
2130,2004,Qtr 4,October,31,0.0%,0.00%
2131,2004,Qtr 4,November,1,0.0%,0.00%
2132,2004,Qtr 4,November,2,0.0%,0.00%
2133,2004,Qtr 4,November,3,0.0%,0.00%
2134,2004,Qtr 4,November,4,0.0%,0.00%
2135,2004,Qtr 4,November,5,0.0%,0.00%
2136,2004,Qtr 4,November,6,0.0%,0.00%
2137,2004,Qtr 4,November,7,0.0%,0.00%
2138,2004,Qtr 4,November,8,0.0%,0.00%
2139,2004,Qtr 4,November,9,0.0%,0.00%
2140,2004,Qtr 4,November,10,0.0%,0.00%
2141,2004,Qtr 4,November,11,0.0%,0.00%
2142,2004,Qtr 4,November,12,0.0%,0.00%
2143,2004,Qtr 4,November,13,0.0%,0.00%
2144,2004,Qtr 4,November,14,0.0%,0.00%
2145,2004,Qtr 4,November,15,0.0%,0.00%
2146,2004,Qtr 4,November,16,0.0%,0.00%
2147,2004,Qtr 4,November,17,0.0%,0.00%
2148,2004,Qtr 4,November,18,0.0%,0.00%
2149,2004,Qtr 4,November,19,0.0%,0.00%
2150,2004,Qtr 4,November,20,0.0%,0.00%
2151,2004,Qtr 4,November,21,0.0%,0.00%
2152,2004,Qtr 4,November,22,0.0%,0.00%
2153,2004,Qtr 4,November,23,0.0%,0.00%
2154,2004,Qtr 4,November,24,0.0%,0.00%
2155,2004,Qtr 4,November,25,0.0%,0.00%
2156,2004,Qtr 4,November,26,0.0%,0.00%
2157,2004,Qtr 4,November,27,0.0%,0.00%
2158,2004,Qtr 4,November,28,0.0%,0.00%
2159,2004,Qtr 4,November,29,0.0%,0.00%
2160,2004,Qtr 4,November,30,0.0%,0.00%
2161,2004,Qtr 4,December,1,0.0%,0.00%
2162,2004,Qtr 4,December,2,0.0%,0.00%
2163,2004,Qtr 4,December,3,0.0%,0.00%
2164,2004,Qtr 4,December,4,0.0%,0.00%
2165,2004,Qtr 4,December,5,0.0%,0.00%
2166,2004,Qtr 4,December,6,0.0%,0.00%
2167,2004,Qtr 4,December,7,0.0%,0.00%
2168,2004,Qtr 4,December,8,0.0%,0.00%
2169,2004,Qtr 4,December,9,0.0%,0.00%
2170,2004,Qtr 4,December,10,0.0%,0.00%
2171,2004,Qtr 4,December,11,0.0%,0.00%
2172,2004,Qtr 4,December,12,0.0%,0.00%
2173,2004,Qtr 4,December,13,0.0%,0.00%
2174,2004,Qtr 4,December,14,0.0%,0.00%
2175,2004,Qtr 4,December,15,0.0%,0.00%
2176,2004,Qtr 4,December,16,0.0%,0.00%
2177,2004,Qtr 4,December,17,0.0%,0.00%
2178,2004,Qtr 4,December,18,0.0%,0.00%
2179,2004,Qtr 4,December,19,0.0%,0.00%
2180,2004,Qtr 4,December,20,0.0%,0.00%
2181,2004,Qtr 4,December,21,0.0%,0.00%
2182,2004,Qtr 4,December,22,0.0%,0.00%
2183,2004,Qtr 4,December,23,0.0%,0.00%
2184,2004,Qtr 4,December,24,0.0%,0.00%
2185,2004,Qtr 4,December,25,0.0%,0.00%
2186,2004,Qtr 4,December,26,0.0%,0.00%
2187,2004,Qtr 4,December,27,0.0%,0.00%
2188,2004,Qtr 4,December,28,0.0%,0.00%
2189,2004,Qtr 4,December,29,0.0%,0.00%
2190,2004,Qtr 4,December,30,0.0%,0.00%
