,Year,Month,Day,isVanArsdel,Total Units
995,2014,May,30,Yes,108
996,2014,June,1,No,1
997,2014,June,1,Yes,4
998,2014,June,2,No,11
999,2014,June,2,Yes,14
1000,2014,June,3,No,15
1001,2014,June,3,Yes,11
1002,2014,June,4,No,22
1003,2014,June,4,Yes,11
1004,2014,June,5,No,19
1005,2014,June,5,Yes,22
1006,2014,June,6,No,12
1007,2014,June,6,Yes,21
1008,2014,June,7,No,12
1009,2014,June,7,Yes,22
1010,2014,June,8,No,1
1011,2014,June,8,Yes,7
1012,2014,June,9,No,11
1013,2014,June,9,Yes,21
1014,2014,June,10,No,18
1015,2014,June,10,Yes,25
1016,2014,June,11,No,19
1017,2014,June,11,Yes,16
1018,2014,June,12,No,17
1019,2014,June,12,Yes,20
1020,2014,June,13,No,26
1021,2014,June,13,Yes,29
1022,2014,June,14,No,16
1023,2014,June,14,Yes,17
1024,2014,June,15,No,5
1025,2014,June,15,Yes,16
1026,2014,June,16,No,21
1027,2014,June,16,Yes,19
1028,2014,June,17,No,31
1029,2014,June,17,Yes,19
1030,2014,June,18,No,25
1031,2014,June,18,Yes,27
1032,2014,June,19,No,20
1033,2014,June,19,Yes,20
1034,2014,June,20,No,31
1035,2014,June,20,Yes,23
1036,2014,June,21,No,40
1037,2014,June,21,Yes,18
1038,2014,June,22,No,5
1039,2014,June,22,Yes,9
1040,2014,June,23,No,35
1041,2014,June,23,Yes,40
1042,2014,June,24,No,18
1043,2014,June,24,Yes,27
1044,2014,June,25,Yes,1
1045,2014,June,26,No,37
1046,2014,June,26,Yes,26
1047,2014,June,27,No,41
1048,2014,June,27,Yes,37
1049,2014,June,28,No,31
1050,2014,June,28,Yes,25
1051,2014,June,29,No,1
1052,2014,June,29,Yes,11
1053,2014,June,30,No,143
1054,2014,June,30,Yes,103
1055,2014,July,1,No,1
1056,2014,July,1,Yes,3
1057,2014,July,2,No,4
1058,2014,July,2,Yes,11
1059,2014,July,3,No,10
1060,2014,July,3,Yes,8
1061,2014,July,4,No,9
1062,2014,July,4,Yes,17
1063,2014,July,5,No,1
1064,2014,July,5,Yes,5
1065,2014,July,6,No,7
1066,2014,July,6,Yes,10
1067,2014,July,7,No,16
1068,2014,July,7,Yes,20
1069,2014,July,8,No,12
1070,2014,July,8,Yes,8
1071,2014,July,9,No,13
1072,2014,July,9,Yes,11
1073,2014,July,10,No,18
1074,2014,July,10,Yes,23
1075,2014,July,11,No,10
1076,2014,July,11,Yes,22
1077,2014,July,12,No,2
1078,2014,July,12,Yes,5
1079,2014,July,13,No,17
1080,2014,July,13,Yes,31
1081,2014,July,14,No,19
1082,2014,July,14,Yes,35
1083,2014,July,15,No,26
1084,2014,July,15,Yes,32
1085,2014,July,16,No,26
1086,2014,July,16,Yes,8
1087,2014,July,17,No,24
1088,2014,July,17,Yes,20
1089,2014,July,18,No,16
1090,2014,July,18,Yes,31
1091,2014,July,19,No,2
1092,2014,July,19,Yes,3
1093,2014,July,20,No,16
1094,2014,July,20,Yes,26
1095,2014,July,21,No,31
1096,2014,July,21,Yes,29
1097,2014,July,22,No,32
1098,2014,July,22,Yes,31
1099,2014,July,23,No,30
1100,2014,July,23,Yes,25
1101,2014,July,24,No,19
1102,2014,July,24,Yes,33
1103,2014,July,25,No,14
1104,2014,July,25,Yes,47
1105,2014,July,26,Yes,6
1106,2014,July,27,No,24
1107,2014,July,27,Yes,36
1108,2014,July,28,No,30
1109,2014,July,28,Yes,32
1110,2014,July,29,No,22
1111,2014,July,29,Yes,33
1112,2014,July,30,No,39
1113,2014,July,30,Yes,35
1114,2014,July,31,No,71
1115,2014,July,31,Yes,112
1116,2014,August,1,No,9
1117,2014,August,1,Yes,17
1118,2014,August,2,No,1
1119,2014,August,2,Yes,8
1120,2014,August,3,No,19
1121,2014,August,3,Yes,21
1122,2014,August,4,No,15
1123,2014,August,4,Yes,23
1124,2014,August,5,No,18
1125,2014,August,5,Yes,15
1126,2014,August,6,No,16
1127,2014,August,6,Yes,23
1128,2014,August,7,No,23
1129,2014,August,7,Yes,31
1130,2014,August,8,No,10
1131,2014,August,8,Yes,29
1132,2014,August,9,No,2
1133,2014,August,9,Yes,4
1134,2014,August,10,No,23
1135,2014,August,10,Yes,24
1136,2014,August,11,No,31
1137,2014,August,11,Yes,37
1138,2014,August,12,No,28
1139,2014,August,12,Yes,34
1140,2014,August,13,No,24
1141,2014,August,13,Yes,20
1142,2014,August,14,No,30
1143,2014,August,14,Yes,54
1144,2014,August,15,No,31
1145,2014,August,15,Yes,60
1146,2014,August,16,No,2
1147,2014,August,16,Yes,12
1148,2014,August,17,No,24
1149,2014,August,17,Yes,21
1150,2014,August,18,No,47
1151,2014,August,18,Yes,38
1152,2014,August,19,No,31
1153,2014,August,19,Yes,30
1154,2014,August,20,No,37
1155,2014,August,20,Yes,36
1156,2014,August,21,No,56
1157,2014,August,21,Yes,43
1158,2014,August,22,No,27
1159,2014,August,22,Yes,57
1160,2014,August,23,No,4
1161,2014,August,23,Yes,5
1162,2014,August,24,No,33
1163,2014,August,24,Yes,45
1164,2014,August,25,No,51
1165,2014,August,25,Yes,57
1166,2014,August,26,No,56
1167,2014,August,26,Yes,54
1168,2014,August,27,No,44
1169,2014,August,27,Yes,51
1170,2014,August,28,No,144
1171,2014,August,28,Yes,186
1172,2014,September,1,No,19
1173,2014,September,1,Yes,24
1174,2014,September,2,No,2
1175,2014,September,2,Yes,12
1176,2014,September,3,No,22
1177,2014,September,3,Yes,30
1178,2014,September,4,No,27
1179,2014,September,4,Yes,26
1180,2014,September,5,No,36
1181,2014,September,5,Yes,31
1182,2014,September,6,No,44
1183,2014,September,6,Yes,36
1184,2014,September,7,No,49
1185,2014,September,7,Yes,37
1186,2014,September,8,No,28
1187,2014,September,8,Yes,41
1188,2014,September,9,No,6
1189,2014,September,9,Yes,18
1190,2014,September,10,No,29
1191,2014,September,10,Yes,55
1192,2014,September,11,No,60
1193,2014,September,11,Yes,55
1194,2014,September,12,No,48
1195,2014,September,12,Yes,51
1196,2014,September,13,No,39
1197,2014,September,13,Yes,58
1198,2014,September,14,No,55
1199,2014,September,14,Yes,87
1200,2014,September,15,No,44
1201,2014,September,15,Yes,127
1202,2014,September,16,No,7
1203,2014,September,16,Yes,22
1204,2014,September,17,No,58
1205,2014,September,17,Yes,42
1206,2014,September,18,No,65
1207,2014,September,18,Yes,32
1208,2014,September,19,No,69
1209,2014,September,19,Yes,47
1210,2014,September,20,No,53
1211,2014,September,20,Yes,68
1212,2014,September,21,No,57
1213,2014,September,21,Yes,68
1214,2014,September,22,No,40
1215,2014,September,22,Yes,53
1216,2014,September,23,No,1
1217,2014,September,23,Yes,18
1218,2014,September,24,No,63
1219,2014,September,24,Yes,57
1220,2014,September,25,No,94
1221,2014,September,25,Yes,52
1222,2014,September,26,No,66
1223,2014,September,26,Yes,62
1224,2014,September,27,No,59
1225,2014,September,27,Yes,54
1226,2014,September,28,No,107
1227,2014,September,28,Yes,78
1228,2014,September,29,No,109
1229,2014,September,29,Yes,89
1230,2014,September,30,No,223
1231,2014,September,30,Yes,230
1232,2014,October,1,No,35
1233,2014,October,1,Yes,26
1234,2014,October,2,No,31
1235,2014,October,2,Yes,29
1236,2014,October,3,No,37
1237,2014,October,3,Yes,31
1238,2014,October,4,No,55
1239,2014,October,4,Yes,36
1240,2014,October,5,No,30
1241,2014,October,5,Yes,39
1242,2014,October,6,No,1
1243,2014,October,6,Yes,17
1244,2014,October,7,No,52
1245,2014,October,7,Yes,66
1246,2014,October,8,No,78
1247,2014,October,8,Yes,48
1248,2014,October,9,No,53
1249,2014,October,9,Yes,39
1250,2014,October,10,No,61
1251,2014,October,10,Yes,41
1252,2014,October,11,No,71
1253,2014,October,11,Yes,63
1254,2014,October,12,No,63
1255,2014,October,12,Yes,65
1256,2014,October,13,No,5
1257,2014,October,13,Yes,35
1258,2014,October,14,No,79
1259,2014,October,14,Yes,115
1260,2014,October,15,No,103
1261,2014,October,15,Yes,134
1262,2014,October,16,No,61
1263,2014,October,16,Yes,34
1264,2014,October,17,No,73
1265,2014,October,17,Yes,48
1266,2014,October,18,No,88
1267,2014,October,18,Yes,63
1268,2014,October,19,No,48
1269,2014,October,19,Yes,58
1270,2014,October,20,Yes,2
1271,2014,October,21,No,77
1272,2014,October,21,Yes,58
1273,2014,October,22,No,92
1274,2014,October,22,Yes,70
1275,2014,October,23,No,96
1276,2014,October,23,Yes,60
1277,2014,October,24,No,80
1278,2014,October,24,Yes,60
1279,2014,October,25,No,90
1280,2014,October,25,Yes,74
1281,2014,October,26,No,76
1282,2014,October,26,Yes,70
1283,2014,October,27,No,7
1284,2014,October,27,Yes,28
1285,2014,October,28,No,79
1286,2014,October,28,Yes,98
1287,2014,October,29,No,158
1288,2014,October,29,Yes,128
1289,2014,October,30,No,273
1290,2014,October,30,Yes,206
1291,2014,November,1,No,45
1292,2014,November,1,Yes,16
1293,2014,November,2,No,36
1294,2014,November,2,Yes,21
1295,2014,November,3,No,32
1296,2014,November,3,Yes,51
1297,2014,November,4,No,3
1298,2014,November,4,Yes,16
1299,2014,November,5,No,47
1300,2014,November,5,Yes,56
1301,2014,November,6,No,67
1302,2014,November,6,Yes,53
1303,2014,November,7,No,68
1304,2014,November,7,Yes,53
1305,2014,November,8,No,87
1306,2014,November,8,Yes,51
1307,2014,November,9,No,82
1308,2014,November,9,Yes,89
1309,2014,November,10,No,44
1310,2014,November,10,Yes,69
1311,2014,November,11,No,3
1312,2014,November,11,Yes,19
1313,2014,November,12,No,55
1314,2014,November,12,Yes,61
1315,2014,November,13,No,91
1316,2014,November,13,Yes,64
1317,2014,November,14,No,86
1318,2014,November,14,Yes,67
1319,2014,November,15,No,85
1320,2014,November,15,Yes,113
1321,2014,November,16,No,89
1322,2014,November,16,Yes,54
1323,2014,November,17,No,47
1324,2014,November,17,Yes,59
1325,2014,November,18,No,3
1326,2014,November,18,Yes,19
1327,2014,November,19,No,69
1328,2014,November,19,Yes,74
1329,2014,November,20,No,108
1330,2014,November,20,Yes,80
1331,2014,November,21,No,73
1332,2014,November,21,Yes,45
1333,2014,November,22,No,91
1334,2014,November,22,Yes,55
1335,2014,November,23,No,71
1336,2014,November,23,Yes,71
1337,2014,November,24,No,68
1338,2014,November,24,Yes,55
1339,2014,November,25,No,3
1340,2014,November,25,Yes,26
1341,2014,November,26,No,23
1342,2014,November,26,Yes,27
1343,2014,November,27,No,110
1344,2014,November,27,Yes,90
1345,2014,November,28,No,96
1346,2014,November,28,Yes,91
1347,2014,November,29,No,96
1348,2014,November,29,Yes,101
1349,2014,November,30,No,394
1350,2014,November,30,Yes,381
1351,2014,December,1,No,8
1352,2014,December,1,Yes,9
1353,2014,December,2,No,13
1354,2014,December,2,Yes,19
1355,2014,December,3,No,35
1356,2014,December,3,Yes,30
1357,2014,December,4,No,59
1358,2014,December,4,Yes,29
1359,2014,December,5,No,48
1360,2014,December,5,Yes,62
1361,2014,December,6,No,58
1362,2014,December,6,Yes,40
1363,2014,December,7,No,48
1364,2014,December,7,Yes,44
1365,2014,December,8,No,3
1366,2014,December,8,Yes,11
1367,2014,December,9,No,58
1368,2014,December,9,Yes,68
1369,2014,December,10,No,75
1370,2014,December,10,Yes,41
1371,2014,December,11,No,68
1372,2014,December,11,Yes,44
1373,2014,December,12,No,74
1374,2014,December,12,Yes,52
1375,2014,December,13,No,76
1376,2014,December,13,Yes,76
1377,2014,December,14,No,43
1378,2014,December,14,Yes,104
1379,2014,December,15,No,2
1380,2014,December,15,Yes,56
1381,2014,December,16,No,68
1382,2014,December,16,Yes,52
1383,2014,December,17,No,79
1384,2014,December,17,Yes,61
1385,2014,December,18,No,74
1386,2014,December,18,Yes,49
1387,2014,December,19,No,63
1388,2014,December,19,Yes,44
1389,2014,December,20,No,61
1390,2014,December,20,Yes,62
1391,2014,December,21,No,41
1392,2014,December,21,Yes,44
1393,2014,December,22,No,2
1394,2014,December,22,Yes,11
1395,2014,December,23,No,73
1396,2014,December,23,Yes,65
1397,2014,December,24,No,60
1398,2014,December,24,Yes,62
1399,2014,December,25,No,84
1400,2014,December,25,Yes,51
1401,2014,December,26,No,86
1402,2014,December,26,Yes,56
1403,2014,December,27,No,100
1404,2014,December,27,Yes,75
1405,2014,December,28,No,112
1406,2014,December,28,Yes,86
1407,2014,December,29,No,19
1408,2014,December,29,Yes,38
1409,2014,December,30,No,266
1410,2014,December,30,Yes,209
